PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,quarter,year
VIRGINIA PLAYGROUND,BRONX        ,0.461,PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
VITO LOCASCIO FIELD,QUEENS       ,3.258,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
VLADECK PARK,MANHATTAN    ,0.789,PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
VLEIGH PLAYGROUND,QUEENS       ,2.243,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
VON BRIESEN PARK,STATEN ISLAND,13.938,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WAGNER HOUSES POOL,MANHATTAN    ,1.64,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WAGNER PLAYGROUND,MANHATTAN    ,1.27,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WAKEFIELD PLAYGROUND,BRONX        ,0.877,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WALD PLAYGROUND,MANHATTAN    ,0.525,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WALKER PARK,STATEN ISLAND,5.278,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WALT WHITMAN PARK,BROOKLYN     ,2.913,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WALTER WARD PLAYGROUND,QUEENS       ,0.935,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WALTON PARK,BRONX        ,0.344,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WARDS ISLAND PARK,MANHATTAN    ,176.581,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WASHINGTON HALL PARK,BROOKLYN     ,0.901,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WASHINGTON MARKET PARK,MANHATTAN    ,2.15,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WASHINGTON PARK BRONX,BRONX        ,0.516,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,1,0,0,0,1,2,2024
WASHINGTON PARK BROOKLYN,BROOKLYN     ,1.549,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WASHINGTON SQUARE PARK,MANHATTAN    ,9.749,ONE ACRE OR LARGER,,0,3,6,1,19,0,29,2,2024
WASHINGTON'S WALK,BRONX        ,4.637,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WATSON GLEASON PLAYGROUND,BRONX        ,3.301,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WAVE HILL,BRONX        ,20.867,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WAYANDA PARK,QUEENS       ,3.17,ONE ACRE OR LARGER,,1,0,0,0,0,0,1,2,2024
WEBSTER PLAYGROUND,BRONX        ,0.744,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WEEKSVILLE PLAYGROUND,BROOKLYN     ,0.295,PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WEGENER PARK,STATEN ISLAND,3.464,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WEST 186TH STREET BASKETBALL COURT,MANHATTAN    ,0.123,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WEST 4TH STREET COURTS,MANHATTAN    ,0.42,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,1,0,0,0,1,2,2024
WEST BRONX RECREATION CENTER,BRONX        ,1.88,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WEST FARMS RAPIDS,BRONX        ,0.81,PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WEST HARLEM PIERS,MANHATTAN    ,4.712,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WEST PLAYGROUND,BROOKLYN     ,2.387,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WESTBOURNE PLAYGROUND,QUEENS       ,1.13,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WESTERLEIGH PARK,STATEN ISLAND,2.889,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WESTWOOD PARK,STATEN ISLAND,6.563,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WHITE PLAYGROUND MANHATTAN,MANHATTAN    ,0.684,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WHITE PLAYGROUND STATEN ISLAND,STATEN ISLAND,0.918,PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WHITESTONE PLAYGROUND,QUEENS       ,1.662,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WHITEY FORD FIELD,QUEENS       ,3.622,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILLETS POINT PLAYGROUND,QUEENS       ,1.145,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILLIAM F MOORE PARK,QUEENS       ,0.23,PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WILLIAM F. PASSANNANTE BALLFIELD,MANHATTAN    ,0.607,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WILLIAM MCCRAY PLAYGROUND,MANHATTAN    ,0.456,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WILLIAM SHERIDAN PLAYGROUND,BROOKLYN     ,1.17,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILLIAMSBRIDGE OVAL,BRONX        ,19.749,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILLIAMSBRIDGE SQUARE,BRONX        ,1.395,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILLIS PLAYGROUND,BRONX        ,1.882,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILLOUGHBY PLAYGROUND,BROOKLYN     ,0.907,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WILLOW LAKE PLAYGROUND,QUEENS       ,1.277,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILLOWBROOK PARK,STATEN ISLAND,214.947,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILLOWBROOK PARKWAY,STATEN ISLAND,198.481,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WILSON PLAYGROUND,BROOKLYN     ,1.721,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WINGATE PARK,BROOKLYN     ,5.888,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WNYC TRANSMITTER PARK,BROOKLYN     ,6.611,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WOLFE'S POND PARK,STATEN ISLAND,302.693,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WOODRUFF PLAYGROUND,BROOKLYN     ,0.536,PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
WOODS PLAYGROUND,BROOKLYN     ,1.438,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WOODTREE PLAYGROUND,QUEENS       ,1.033,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
WRIGHT BROTHERS PLAYGROUND,MANHATTAN    ,0.584,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
YAK PLAYGROUND,BROOKLYN     ,0.444,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
YELLOWSTONE PARK,QUEENS       ,1.745,ONE ACRE OR LARGER,,0,0,0,0,0,0,0,2,2024
YOUTH VILLAGE,BRONX        ,0.27,PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
ZIMMERMAN PLAYGROUND,BRONX        ,0.974,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,,0,0,0,0,0,0,0,2,2024
PELHAM BAY PARK,BRONX        ,2771.747,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
VAN CORTLANDT PARK,BRONX        ,1146.43,ONE ACRE OR LARGER,0.0,0,0,0,0,1,1,2,3,2024
ROCKAWAY BEACH AND BOARDWALK,QUEENS       ,1072.564,ONE ACRE OR LARGER,0.0,0,1,0,0,2,0,3,3,2024
FRESHKILLS PARK,STATEN ISLAND,913.32,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FLUSHING MEADOWS CORONA PARK,QUEENS       ,897.69,ONE ACRE OR LARGER,0.0,0,7,8,1,15,1,32,3,2024
LATOURETTE PARK & GOLF COURSE,STATEN ISLAND,843.97,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MARINE PARK,BROOKLYN     ,798.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BELT PARKWAY/SHORE PARKWAY,BROOKLYN/QUEENS,760.43,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BRONX PARK,BRONX        ,718.373,ONE ACRE OR LARGER,0.0,0,7,2,0,3,0,12,3,2024
FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,STATEN ISLAND,644.35,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ALLEY POND PARK,QUEENS       ,635.514,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
PROSPECT PARK,BROOKLYN     ,526.25,ONE ACRE OR LARGER,0.0,0,2,3,1,2,0,8,3,2024
FOREST PARK,QUEENS       ,506.86,ONE ACRE OR LARGER,0.0,2,0,0,0,0,0,2,3,2024
GRAND CENTRAL PARKWAY,QUEENS       ,460.16,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FERRY POINT PARK,BRONX        ,413.8,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
CONEY ISLAND BEACH & BOARDWALK,BROOKLYN     ,399.203,ONE ACRE OR LARGER,0.0,0,4,5,1,11,0,21,3,2024
CUNNINGHAM PARK,QUEENS       ,358.0,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
RICHMOND PARKWAY,STATEN ISLAND,350.983,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CROSS ISLAND PARKWAY,QUEENS       ,326.895,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
GREAT KILLS PARK,STATEN ISLAND,315.094,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WOLFE'S POND PARK,STATEN ISLAND,302.693,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CONFERENCE HOUSE PARK,STATEN ISLAND,286.382,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RANDALL'S ISLAND PARK,MANHATTAN    ,256.111,ONE ACRE OR LARGER,1.0,0,1,4,0,2,0,8,3,2024
ROCKAWAY COMMUNITY PARK,QUEENS       ,255.4,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
KISSENA PARK,QUEENS       ,237.147,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
RIVERSIDE PARK,MANHATTAN    ,235.765,ONE ACRE OR LARGER,0.0,0,3,3,0,3,0,9,3,2024
HUTCHINSON RIVER PARKWAY,BRONX        ,229.14,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BLUE HERON PARK,STATEN ISLAND,217.45,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
DYKER BEACH PARK,BROOKLYN     ,216.655,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WILLOWBROOK PARK,STATEN ISLAND,214.947,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
STATEN ISLAND INDUSTRIAL PARK,STATEN ISLAND,210.928,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SILVER LAKE PARK,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BRONX RIVER PARKWAY,BRONX        ,205.647,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SOUNDVIEW PARK,BRONX        ,205.31,ONE ACRE OR LARGER,0.0,0,2,0,0,0,0,2,3,2024
BELT PARKWAY,QUEENS       ,202.647,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WILLOWBROOK PARKWAY,STATEN ISLAND,198.481,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
INWOOD HILL PARK,MANHATTAN    ,196.398,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CLOVE LAKES PARK,STATEN ISLAND,193.423,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FORT WASHINGTON PARK,MANHATTAN    ,184.143,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
IDLEWILD PARK,QUEENS       ,180.85,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WARDS ISLAND PARK,MANHATTAN    ,176.581,ONE ACRE OR LARGER,0.0,0,0,2,0,0,0,2,3,2024
SOUTH SHORE COUNTRY CLUB,STATEN ISLAND,173.994,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SAW MILL CREEK MARSH,STATEN ISLAND,171.778,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BLOOD ROOT VALLEY,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JAMAICA BAY PARK,QUEENS       ,149.54,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
KISSENA CORRIDOR PARK,QUEENS       ,146.81,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HIGHLAND PARK,BROOKLYN/QUEENS,146.339,ONE ACRE OR LARGER,1.0,0,1,0,0,0,0,2,3,2024
ARDEN WOODS,STATEN ISLAND,145.864,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RIVERDALE PARK,BRONX        ,144.29,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
OCEAN PARKWAY MALLS,BROOKLYN     ,140.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BLOOMINGDALE PARK,STATEN ISLAND,138.1,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
OCEAN BREEZE PARK,STATEN ISLAND,136.568,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CANARSIE PARK,BROOKLYN     ,132.2,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HIGHBRIDGE PARK MANHATTAN SIDE,MANHATTAN    ,130.1,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
CROTONA PARK,BRONX        ,127.5,ONE ACRE OR LARGER,0.0,0,4,0,0,0,0,4,3,2024
PAERDEGAT BASIN PARK,BROOKLYN     ,118.795,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HOOK CREEK PARK,QUEENS       ,111.163,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CRESCENT BEACH PARK,STATEN ISLAND,110.96,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CLEARVIEW PARK GOLF COURSE,QUEENS       ,110.93,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BAISLEY POND PARK,QUEENS       ,109.609,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
PELHAM PARKWAY,BRONX        ,108.91,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
PRALLS ISLAND,STATEN ISLAND,107.514,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MARINERS MARSH PARK,STATEN ISLAND,107.2,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
DOUGLASTON PARK GOLF COURSE,QUEENS       ,104.6,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LEMON CREEK PARK,STATEN ISLAND,104.545,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SPRING CREEK PARK,BROOKLYN/QUEENS,99.566,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HIGH ROCK PARK,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LONG POND PARK,STATEN ISLAND,91.948,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BROOKVILLE PARK,QUEENS       ,89.946,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ISLE OF MEADOWS,STATEN ISLAND,87.516,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CALVERT VAUX PARK,BROOKLYN     ,85.527,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
PUGSLEY CREEK PARK,BRONX        ,83.615,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SNUG HARBOR CULTURAL CENTER,STATEN ISLAND,83.3,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MOSHOLU PARKWAY,BRONX        ,80.936,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MCGUIRE FIELDS,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FRESH CREEK NATURE PRESERVE,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JACKIE ROBINSON PARKWAY,BROOKLYN/QUEENS,72.75,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FORT TRYON PARK,MANHATTAN    ,67.213,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
RIVERSIDE PARK SOUTH,MANHATTAN    ,66.693,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
EASTERN PARKWAY,BROOKLYN     ,65.7,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FOUR SPARROW MARSH,BROOKLYN     ,64.665,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FORT TOTTEN PARK,QUEENS       ,60.394,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ASTORIA PARK,QUEENS       ,59.956,ONE ACRE OR LARGER,0.0,0,0,0,0,8,0,8,3,2024
LAURELTON PARKWAY,QUEENS       ,59.612,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RED HOOK RECREATION AREA,BROOKLYN     ,58.503,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SHORE PARK AND PARKWAY,BROOKLYN     ,58.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SPRING CREEK PARK ADDITION,BROOKLYN/QUEENS,57.921,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JUNIPER VALLEY PARK,QUEENS       ,55.639,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LITTLE BAY PARK,QUEENS       ,55.22,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
POWELL'S COVE PARK,QUEENS       ,55.023,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HENRY HUDSON PARKWAY,BRONX        ,54.1,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
HARLEM RIVER PARK,MANHATTAN    ,53.967,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
DUBOS POINT WILDLIFE SANCTUARY,QUEENS       ,53.298,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ROY WILKINS RECREATION CENTER,QUEENS       ,53.238,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
REED'S BASKET WILLOW SWAMP PARK,STATEN ISLAND,52.375,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BROOKLYN BOTANIC GARDEN,BROOKLYN     ,47.57,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MEREDITH WOODS,STATEN ISLAND,47.521,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
QUEENS FARM PARK,QUEENS       ,47.08,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
EAST RIVER PARK,MANHATTAN    ,45.88,ONE ACRE OR LARGER,0.0,0,0,0,0,4,0,4,3,2024
CROCHERON PARK,QUEENS       ,45.79,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MACOMBS DAM PARK,BRONX        ,44.174,ONE ACRE OR LARGER,0.0,0,0,0,0,2,0,2,3,2024
MANHATTAN BEACH PARK,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
UDALL'S PARK PRESERVE,QUEENS       ,42.768,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FAIRVIEW PARK,STATEN ISLAND,42.6,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BAYSWATER PARK,QUEENS       ,40.07,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
DEERE PARK,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
PARADE GROUND,BROOKLYN     ,39.5,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CLAREMONT PARK,BRONX        ,38.536,ONE ACRE OR LARGER,0.0,0,3,1,0,0,0,4,3,2024
BROAD CHANNEL WETLANDS,QUEENS       ,37.95,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
CONEY ISLAND BOAT BASIN,BROOKLYN     ,36.81,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BUNKER PONDS PARK,STATEN ISLAND,36.691,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SETON FALLS PARK,BRONX        ,35.771,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
MCCARREN PARK,BROOKLYN     ,35.713,ONE ACRE OR LARGER,0.0,0,0,0,0,5,0,5,3,2024
ST. MARY'S PARK BRONX,BRONX        ,35.311,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2024
SHOOTERS ISLAND,STATEN ISLAND,34.689,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
NORTH BROTHER ISLAND,BRONX        ,30.395,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
FORT GREENE PARK,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0.0,0,1,1,0,0,0,2,3,2024
BATTERY PARK CITY,MANHATTAN    ,29.99,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
MORNINGSIDE PARK,MANHATTAN    ,29.888,ONE ACRE OR LARGER,0.0,0,1,1,0,2,0,4,3,2024
MACNEIL PARK,QUEENS       ,28.87,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ALLEY ATHLETIC PLAYGROUND,QUEENS       ,27.531,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
VERNAM BARBADOES PENINSULA,QUEENS       ,27.484,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
COLLEGE POINT FIELDS,QUEENS       ,26.83,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
KAISER PARK,BROOKLYN     ,26.257,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2024
SUNSET PARK,BROOKLYN     ,24.498,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
OWL'S HEAD PARK,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SPRINGFIELD PARK,QUEENS       ,23.543,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
RECREATIONAL AREA,MANHATTAN    ,23.093,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
KING FISHER PARK,STATEN ISLAND,23.01,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SIEDENBURG PARK,STATEN ISLAND,22.882,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
ST. NICHOLAS PARK,MANHATTAN    ,22.74,ONE ACRE OR LARGER,0.0,0,0,0,0,2,0,2,3,2024
SOUTH BROTHER ISLAND,BRONX        ,22.16,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LOCUST POINT MARINA,BRONX        ,22.07,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BATTERY PARK,MANHATTAN    ,21.88,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BROOKLYN BRIDGE PARK,BROOKLYN     ,21.185,ONE ACRE OR LARGER,0.0,0,0,0,0,2,0,2,3,2024
ASSER LEVY PARK,BROOKLYN     ,21.039,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
SEASIDE WILDLIFE NATURE PARK,STATEN ISLAND,20.907,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2024
WAVE HILL,BRONX        ,20.867,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
QUEENSBRIDGE PARK,QUEENS       ,20.34,ONE ACRE OR LARGER,0.0,0,0,2,0,0,0,2,3,2024
MARCUS GARVEY PARK,MANHATTAN    ,20.165,ONE ACRE OR LARGER,0.0,0,1,3,0,3,0,7,3,2024
ISHAM PARK,MANHATTAN    ,20.132,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
WILLIAMSBRIDGE OVAL,BRONX        ,19.749,ONE ACRE OR LARGER,0.0,0,3,0,0,1,0,4,3,2024
BRANT POINT WILDLIFE SANCTUARY,QUEENS       ,19.556,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BROAD CHANNEL AMERICAN PARK,QUEENS       ,18.768,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
THEODORE ROOSEVELT PARK,MANHATTAN    ,17.574,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BENSONHURST PARK,BROOKLYN     ,17.5,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
LINCOLN TERRACE / ARTHUR S. SOMERS PARK,BROOKLYN     ,17.14,ONE ACRE OR LARGER,0.0,0,1,0,0,1,0,2,3,2024
JOHN GOLDEN PARK,QUEENS       ,17.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
BAYVIEW TERRACE PARK,STATEN ISLAND,16.944,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
JONES WOODS PARK,STATEN ISLAND,16.93,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2024
